flight.number,type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,arrival.iataCode,arrival.icaoCode,arrival.estimatedTime,Temperature (°F) Max,Temperature (°F) Avg,Temperature (°F) Min,Dew Point (°F) Max,Dew Point (°F) Avg,Dew Point (°F) Min,Humidity (%) Max,Humidity (%) Avg,Humidity (%) Min,Wind Speed (mph) Max,Wind Speed (mph) Avg,Wind Speed (mph) Min,Pressure (in) Max,Pressure (in) Avg,Pressure (in) Min,Precipitation (in),hour,day,month,year
601,departure,active,khi,opkc,2023-07-27 12:15:00,dxb,omdb,2023-07-27t12:15:00.000,88,82.9,75,79,77.1,73,100,83.7,70,16,7.5,0,28.9,28.9,28.8,0,12,4,7,2023
547,departure,active,khi,opkc,2023-07-27 17:40:00,shj,omsj,2023-07-27t17:40:00.000,88,82.9,75,79,77.1,73,100,83.7,70,16,7.5,0,28.9,28.9,28.8,0,17,4,7,2023
110,departure,active,khi,opkc,2023-07-27 18:10:00,dxb,omdb,2023-07-27t18:10:00.000,88,82.9,75,79,77.1,73,100,83.7,70,16,7.5,0,28.9,28.9,28.8,0,18,4,7,2023
184,departure,active,khi,opkc,2023-07-27 17:50:00,cmb,vcbi,2023-07-27t17:50:00.000,88,82.9,75,79,77.1,73,100,83.7,70,16,7.5,0,28.9,28.9,28.8,0,17,4,7,2023
6175,departure,active,khi,opkc,2023-07-27 04:00:00,doh,othh,2023-07-27t04:00:00.000,88,82.9,75,79,77.1,73,100,83.7,70,16,7.5,0,28.9,28.9,28.8,0,4,4,7,2023
2111,departure,active,khi,opkc,2023-07-27 11:30:00,dxb,omdb,2023-07-27t11:30:00.000,88,82.9,75,79,77.1,73,100,83.7,70,16,7.5,0,28.9,28.9,28.8,0,11,4,7,2023
3159,departure,active,khi,opkc,2023-07-27 20:55:00,bah,obbi,2023-07-27t20:55:00.000,88,82.9,75,79,77.1,73,100,83.7,70,16,7.5,0,28.9,28.9,28.8,0,20,4,7,2023
713,departure,active,isb,opis,2023-07-27 04:50:00,med,oema,2023-07-27t04:50:00.000,88,82.9,75,79,77.1,73,100,83.7,70,16,7.5,0,28.9,28.9,28.8,0,4,4,7,2023
930,departure,active,isb,opis,2023-07-27 14:40:00,mzr,oams,2023-07-27t14:40:00.000,88,82.9,75,79,77.1,73,100,83.7,70,16,7.5,0,28.9,28.9,28.8,0,14,4,7,2023
7917,departure,active,isb,opis,2023-07-27 03:35:00,doh,othh,2023-07-27t04:00:00.000,88,82.9,75,79,77.1,73,100,83.7,70,16,7.5,0,28.9,28.9,28.8,0,3,4,7,2023
633,departure,active,isb,opis,2023-07-27 03:35:00,doh,othh,2023-07-27t04:00:00.000,88,82.9,75,79,77.1,73,100,83.7,70,16,7.5,0,28.9,28.9,28.8,0,3,4,7,2023
711,departure,active,isb,opis,2023-07-27 05:05:00,ist,ltfm,2023-07-27t05:15:00.000,88,82.9,75,79,77.1,73,100,83.7,70,16,7.5,0,28.9,28.9,28.8,0,5,4,7,2023
7911,departure,active,isb,opis,2023-07-27 09:45:00,doh,othh,2023-07-27t09:45:00.000,88,82.9,75,79,77.1,73,100,83.7,70,16,7.5,0,28.9,28.9,28.8,0,9,4,7,2023
858,departure,active,isb,opis,2023-07-27 11:25:00,uet,opqt,2023-07-27t11:25:00.000,88,82.9,75,79,77.1,73,100,83.7,70,16,7.5,0,28.9,28.9,28.8,0,11,4,7,2023
6185,departure,active,isb,opis,2023-07-27 03:35:00,doh,othh,2023-07-27t04:00:00.000,88,82.9,75,79,77.1,73,100,83.7,70,16,7.5,0,28.9,28.9,28.8,0,3,4,7,2023
703,departure,active,isb,opis,2023-07-27 06:10:00,shj,omsj,2023-07-27t06:10:00.000,88,82.9,75,79,77.1,73,100,83.7,70,16,7.5,0,28.9,28.9,28.8,0,6,4,7,2023
3932,departure,active,lhe,opla,2023-07-19 04:15:00,auh,omaa,2023-07-19t04:15:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,4,3,7,2023
6030,departure,active,lhe,opla,2023-07-19 03:30:00,doh,othh,2023-07-19t03:30:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,3,3,7,2023
621,departure,active,lhe,opla,2023-07-19 03:30:00,doh,othh,2023-07-19t03:30:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,3,3,7,2023
841,departure,active,lhe,opla,2023-07-19 09:50:00,khi,opkc,2023-07-19t09:50:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,9,3,7,2023
715,departure,active,lhe,opla,2023-07-19 02:25:00,ist,ltfm,2023-07-19t02:25:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,2,3,7,2023
229,departure,active,lhe,opla,2023-07-19 01:15:00,mct,ooms,2023-07-19t01:15:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,1,3,7,2023
625,departure,active,lhe,opla,2023-07-19 09:45:00,dxb,omdb,2023-07-19t09:45:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,9,3,7,2023
8284,departure,active,lhe,opla,2023-07-19 03:30:00,doh,othh,2023-07-19t03:30:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,3,3,7,2023
318,departure,active,lhe,opla,2023-07-19 04:25:00,ruh,oerk,2023-07-19t04:05:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,4,3,7,2023
305,departure,active,lhe,opla,2023-07-19 17:00:00,khi,opkc,2023-07-19t17:00:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,17,3,7,2023
203,departure,active,lhe,opla,2023-07-19 11:15:00,dxb,omdb,2023-07-19t13:00:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,11,3,7,2023
847,departure,active,lhe,opla,2023-07-19 20:35:00,khi,opkc,2023-07-19t20:35:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,20,3,7,2023
5578,departure,active,khi,opkc,2023-07-19 10:30:00,doh,othh,2023-07-19t10:24:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,10,3,7,2023
332,departure,active,khi,opkc,2023-07-19 04:50:00,dxb,omdb,2023-07-19t04:50:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,4,3,7,2023
5576,departure,active,khi,opkc,2023-07-19 04:00:00,doh,othh,2023-07-19t04:12:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,4,3,7,2023
603,departure,active,khi,opkc,2023-07-19 22:40:00,dxb,omdb,2023-07-19t22:40:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,22,3,7,2023
143,departure,active,khi,opkc,2023-07-19 13:30:00,lhe,opla,2023-07-19t13:30:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,13,3,7,2023
3920,departure,active,khi,opkc,2023-07-19 05:35:00,auh,omaa,2023-07-19t05:35:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,5,3,7,2023
6024,departure,active,khi,opkc,2023-07-19 04:00:00,doh,othh,2023-07-19t04:12:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,4,3,7,2023
701,departure,active,khi,opkc,2023-07-19 10:10:00,jed,oejn,2023-07-19t11:00:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,10,3,7,2023
7909,departure,active,khi,opkc,2023-07-19 10:30:00,doh,othh,2023-07-19t10:24:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,10,3,7,2023
3201,departure,active,khi,opkc,2023-07-19 18:40:00,auh,omaa,2023-07-19t18:40:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,18,3,7,2023
251,departure,active,isb,opis,2023-07-19 07:30:00,kdu,opsd,2023-07-19t08:00:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,7,3,7,2023
512,departure,active,isb,opis,2023-07-19 05:40:00,kwi,okkk,2023-07-19t05:40:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,5,3,7,2023
369,departure,active,isb,opis,2023-07-19 16:00:00,khi,opkc,2023-07-19t16:50:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,16,3,7,2023
753,departure,active,isb,opis,2023-07-19 10:40:00,ruh,oerk,2023-07-19t10:40:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,10,3,7,2023
8127,departure,active,isb,opis,2023-07-19 22:10:00,doh,othh,2023-07-19t22:02:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,22,3,7,2023
615,departure,active,isb,opis,2023-07-19 09:45:00,doh,othh,2023-07-19t10:45:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,9,3,7,2023
6008,departure,active,isb,opis,2023-07-19 09:40:00,urc,zwww,2023-07-19t09:40:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,9,3,7,2023
451,departure,active,isb,opis,2023-07-19 09:30:00,kdu,opsd,2023-07-19t09:30:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,9,3,7,2023
3892,departure,active,isb,opis,2023-07-19 19:30:00,auh,omaa,2023-07-19t19:30:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,19,3,7,2023
5557,departure,active,isb,opis,2023-07-19 03:35:00,doh,othh,2023-07-19t03:35:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,3,3,7,2023
210,departure,active,isb,opis,2023-07-19 02:50:00,dxb,omdb,2023-07-19t03:00:00.000,90,84.4,81,81,79.8,77,100,85.3,75,23,11.3,0,28.8,28.8,28.7,0,2,3,7,2023
729,departure,active,lhe,opla,2023-07-15 02:25:00,ist,ltfm,2023-07-15t02:24:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,2,6,7,2023
739,departure,active,lhe,opla,2023-07-15 02:35:00,jed,oejn,2023-07-15t02:35:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,2,6,7,2023
9410,departure,active,lhe,opla,2023-07-15 23:40:00,bkk,vtbs,2023-07-15t23:40:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,23,6,7,2023
6173,departure,active,lhe,opla,2023-07-15 09:25:00,doh,othh,2023-07-15t09:55:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,9,6,7,2023
344,departure,active,lhe,opla,2023-07-15 15:40:00,mct,ooms,2023-07-15t15:40:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,15,6,7,2023
410,departure,active,lhe,opla,2023-07-15 14:30:00,dxb,omdb,2023-07-15t14:45:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,14,6,7,2023
7913,departure,active,lhe,opla,2023-07-15 03:30:00,doh,othh,2023-07-15t03:30:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,3,6,7,2023
2107,departure,active,khi,opkc,2023-07-15 23:55:00,dxb,omdb,2023-07-15t23:55:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,23,6,7,2023
143,departure,active,khi,opkc,2023-07-15 13:30:00,lhe,opla,2023-07-15t13:30:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,13,6,7,2023
753,departure,active,khi,opkc,2023-07-15 20:55:00,bah,obbi,2023-07-15t21:35:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,20,6,7,2023
5576,departure,active,khi,opkc,2023-07-15 04:00:00,doh,othh,2023-07-15t04:19:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,4,6,7,2023
2109,departure,active,khi,opkc,2023-07-15 04:50:00,dxb,omdb,2023-07-15t04:50:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,4,6,7,2023
6175,departure,active,khi,opkc,2023-07-15 04:00:00,doh,othh,2023-07-15t04:19:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,4,6,7,2023
368,departure,active,khi,opkc,2023-07-15 13:00:00,isb,opis,2023-07-15t13:00:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,13,6,7,2023
7909,departure,active,khi,opkc,2023-07-15 10:30:00,doh,othh,2023-07-15t10:30:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,10,6,7,2023
543,departure,active,khi,opkc,2023-07-15 10:40:00,shj,omsj,2023-07-15t10:40:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,10,6,7,2023
304,departure,active,khi,opkc,2023-07-15 14:00:00,lhe,opla,2023-07-15t14:00:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,14,6,7,2023
3201,departure,active,khi,opkc,2023-07-15 18:40:00,auh,omaa,2023-07-15t18:50:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,18,6,7,2023
131,departure,active,khi,opkc,2023-07-15 04:25:00,saw,ltfj,2023-07-15t05:00:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,4,6,7,2023
3930,departure,active,isb,opis,2023-07-15 04:30:00,auh,omaa,2023-07-15t04:30:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,4,6,7,2023
350,departure,active,isb,opis,2023-07-15 23:20:00,bkk,vtbs,2023-07-15t23:20:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,23,6,7,2023
216,departure,active,isb,opis,2023-07-15 11:45:00,dxb,omdb,2023-07-15t11:55:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,11,6,7,2023
807,departure,active,isb,opis,2023-07-15 10:15:00,ruh,oerk,2023-07-15t13:20:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,10,6,7,2023
319,departure,active,isb,opis,2023-07-15 22:00:00,khi,opkc,2023-07-15t22:00:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,22,6,7,2023
4613,departure,active,isb,opis,2023-07-15 15:45:00,mct,ooms,2023-07-15t15:45:00.000,93,88.3,84,82,77.7,75,79,70.6,63,17,7.1,0,28.8,28.8,28.7,0,15,6,7,2023
715,departure,active,lhe,opla,2023-07-21 02:25:00,ist,ltfm,2023-07-21t02:52:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,2,5,7,2023
841,departure,active,lhe,opla,2023-07-21 09:50:00,khi,opkc,2023-07-21t09:50:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,9,5,7,2023
303,departure,active,lhe,opla,2023-07-21 13:00:00,khi,opkc,2023-07-21t13:00:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,13,5,7,2023
430,departure,active,lhe,opla,2023-07-21 00:20:00,auh,omaa,2023-07-21t00:20:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,0,5,7,2023
476,departure,active,lhe,opla,2023-07-21 13:55:00,med,oema,2023-07-21t13:55:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,13,5,7,2023
5715,departure,active,lhe,opla,2023-07-21 02:25:00,ist,ltfm,2023-07-21t02:52:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,2,5,7,2023
6187,departure,active,lhe,opla,2023-07-21 03:30:00,doh,othh,2023-07-21t03:30:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,3,5,7,2023
737,departure,active,lhe,opla,2023-07-21 20:50:00,ruh,oerk,2023-07-21t20:50:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,20,5,7,2023
247,departure,active,lhe,opla,2023-07-21 13:00:00,dmm,oedf,2023-07-21t13:40:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,13,5,7,2023
3932,departure,active,lhe,opla,2023-07-21 04:15:00,auh,omaa,2023-07-21t04:15:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,4,5,7,2023
6030,departure,active,lhe,opla,2023-07-21 03:30:00,doh,othh,2023-07-21t03:30:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,3,5,7,2023
8284,departure,active,lhe,opla,2023-07-21 03:30:00,doh,othh,2023-07-21t03:30:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,3,5,7,2023
707,departure,active,lhe,opla,2023-07-21 04:00:00,ist,ltfm,2023-07-21t04:00:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,4,5,7,2023
132,departure,active,lhe,opla,2023-07-21 21:25:00,kul,wmkk,2023-07-21t21:25:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,21,5,7,2023
340,departure,active,khi,opkc,2023-07-21 19:00:00,lyp,opfa,2023-07-21t22:00:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,19,5,7,2023
2113,departure,active,khi,opkc,2023-07-21 16:35:00,dxb,omdb,2023-07-21t16:35:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,16,5,7,2023
141,departure,active,khi,opkc,2023-07-21 08:00:00,lhe,opla,2023-07-21t08:00:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,8,5,7,2023
334,departure,active,khi,opkc,2023-07-21 11:30:00,dxb,omdb,2023-07-21t11:30:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,11,5,7,2023
125,departure,active,khi,opkc,2023-07-21 19:00:00,isb,opis,2023-07-21t19:00:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,19,5,7,2023
536,departure,active,khi,opkc,2023-07-21 18:40:00,skz,opsk,2023-07-21t18:40:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,18,5,7,2023
605,departure,active,isb,opis,2023-07-21 10:00:00,gil,opgt,2023-07-21t10:00:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,10,5,7,2023
122,departure,active,isb,opis,2023-07-21 10:00:00,khi,opkc,2023-07-21t10:00:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,10,5,7,2023
4611,departure,active,isb,opis,2023-07-21 10:00:00,mct,ooms,2023-07-21t10:00:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,10,5,7,2023
6034,departure,active,isb,opis,2023-07-21 03:35:00,doh,othh,2023-07-21t03:35:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,3,5,7,2023
346,departure,active,isb,opis,2023-07-21 10:00:00,mct,ooms,2023-07-21t10:00:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,10,5,7,2023
5580,departure,active,isb,opis,2023-07-21 22:10:00,doh,othh,2023-07-21t22:10:00.000,90,86.5,82,81,78.9,77,84,77.9,70,21,9.4,0,28.9,28.8,28.8,0,22,5,7,2023
6412,departure,active,lhe,opla,2023-07-20 21:10:00,doh,othh,2023-07-20t21:10:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,21,4,7,2023
921,departure,active,lhe,opla,2023-07-20 02:20:00,med,oema,2023-07-20t02:20:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,2,4,7,2023
3894,departure,active,lhe,opla,2023-07-20 19:45:00,auh,omaa,2023-07-20t19:45:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,19,4,7,2023
4359,departure,active,lhe,opla,2023-07-20 08:00:00,dxb,omdb,2023-07-20t08:00:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,8,4,7,2023
9032,departure,active,lhe,opla,2023-07-20 07:05:00,cmb,vcbi,2023-07-20t12:05:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,7,4,7,2023
401,departure,active,lhe,opla,2023-07-20 09:00:00,khi,opkc,2023-07-20t09:00:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,9,4,7,2023
732,departure,active,lhe,opla,2023-07-20 01:45:00,mct,ooms,2023-07-20t01:45:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,1,4,7,2023
344,departure,active,lhe,opla,2023-07-20 10:45:00,bgw,orbi,2023-07-20t10:45:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,10,4,7,2023
6453,departure,active,lhe,opla,2023-07-20 08:00:00,kdu,opsd,2023-07-20t08:00:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,8,4,7,2023
410,departure,active,lhe,opla,2023-07-20 14:30:00,dxb,omdb,2023-07-20t14:45:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,14,4,7,2023
8284,departure,active,lhe,opla,2023-07-20 03:30:00,doh,othh,2023-07-20t03:30:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,3,4,7,2023
2495,departure,active,lhe,opla,2023-07-20 21:10:00,doh,othh,2023-07-20t21:10:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,21,4,7,2023
547,departure,active,khi,opkc,2023-07-20 17:40:00,shj,omsj,2023-07-20t17:40:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,17,4,7,2023
2107,departure,active,khi,opkc,2023-07-20 23:55:00,dxb,omdb,2023-07-20t23:55:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,23,4,7,2023
125,departure,active,khi,opkc,2023-07-20 19:00:00,isb,opis,2023-07-20t19:15:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,19,4,7,2023
605,departure,active,khi,opkc,2023-07-20 04:00:00,doh,othh,2023-07-20t04:00:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,4,4,7,2023
911,departure,cancelled,khi,opkc,2023-07-20 20:30:00,med,oema,2023-07-20t20:30:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,20,4,7,2023
662,departure,active,khi,opkc,2023-07-20 06:30:00,dam,osdi,2023-07-20t06:30:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,6,4,7,2023
554,departure,active,khi,opkc,2023-07-20 21:55:00,pew,opps,2023-07-20t23:30:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,21,4,7,2023
143,departure,active,khi,opkc,2023-07-20 13:30:00,lhe,opla,2023-07-20t13:30:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,13,4,7,2023
840,departure,active,khi,opkc,2023-07-20 07:30:00,lhe,opla,2023-07-20t07:30:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,7,4,7,2023
3201,departure,active,khi,opkc,2023-07-20 18:40:00,auh,omaa,2023-07-20t19:06:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,18,4,7,2023
3892,departure,active,isb,opis,2023-07-20 19:30:00,auh,omaa,2023-07-20t19:30:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,19,4,7,2023
703,departure,active,isb,opis,2023-07-20 06:10:00,shj,omsj,2023-07-20t06:10:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,6,4,7,2023
671,departure,active,isb,opis,2023-07-20 09:45:00,khi,opkc,2023-07-20t09:45:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,9,4,7,2023
727,departure,active,isb,opis,2023-07-20 03:05:00,jed,oejn,2023-07-20t03:00:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,3,4,7,2023
316,departure,active,isb,opis,2023-07-20 04:30:00,ruh,oerk,2023-07-20t04:15:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,4,4,7,2023
615,departure,active,isb,opis,2023-07-20 09:45:00,doh,othh,2023-07-20t09:45:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,9,4,7,2023
211,departure,active,isb,opis,2023-07-20 13:55:00,dxb,omdb,2023-07-20t13:55:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,13,4,7,2023
7571,departure,active,isb,opis,2023-07-20 09:20:00,dxb,omdb,2023-07-20t09:20:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,9,4,7,2023
7917,departure,active,isb,opis,2023-07-20 03:35:00,doh,othh,2023-07-20t03:35:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,3,4,7,2023
6034,departure,active,isb,opis,2023-07-20 03:35:00,doh,othh,2023-07-20t03:35:00.000,95,88.2,82,81,79.8,77,89,76.0,63,12,5.3,0,28.9,28.8,28.7,0,3,4,7,2023
